Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
5443.0	0.10	0.15	0.50	0.17	0.60	0.17	0.00	0.13	0.20	0.15	0.00	0.13	0.30	0.16	0.00	0.14
5444.0	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14
5445.0	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.40	0.16	0.00	0.13	0.30	0.16	0.00	0.14
5446.0	0.20	0.15	0.40	0.16	0.10	0.15	0.40	0.16	0.20	0.15	0.50	0.17	0.00	0.14	0.10	0.15
5447.0	0.30	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15	0.50	0.17	0.20	0.15	0.00	0.14
5448.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.50	0.17
5449.0	0.10	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.12	0.30	0.16	0.00	0.14	0.30	0.16
5450.0	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.40	0.16	0.00	0.14	0.10	0.15	0.10	0.15
5451.0	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.40	0.16	0.30	0.16	0.40	0.16	0.00	0.14
5452.0	0.30	0.16	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15
5453.0	0.20	0.15	0.10	0.15	0.40	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14
5454.0	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15
5455.0	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15
5456.0	0.20	0.15	0.50	0.17	0.50	0.17	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14
5457.0	0.40	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15
5458.0	0.20	0.15	0.50	0.17	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14
5459.0	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.30	0.16	0.40	0.16	0.00	0.14	0.10	0.15
5460.0	0.40	0.16	0.40	0.16	0.30	0.16	0.60	0.17	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15
5461.0	0.10	0.15	0.70	0.18	0.00	0.14	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16
5462.0	0.20	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15
5464.0	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.30	0.16
5465.0	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15
5466.0	0.40	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.60	0.17	0.00	0.14	0.20	0.15
5467.0	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.40	0.16	0.00	0.14
5468.0	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.20	0.15
5469.0	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.50	0.17	0.20	0.15	0.30	0.16
5470.0	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14
5471.0	0.50	0.17	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
5472.0	0.30	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15
5473.0	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15
5474.0	0.30	0.16	0.30	0.16	0.00	0.12	0.20	0.15	0.10	0.15	0.50	0.17	0.20	0.15	0.00	0.14
5475.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.10	0.15
5476.0	0.00	0.14	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.14	0.30	0.16	0.00	0.14	0.40	0.16
5477.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.10	0.15
5478.0	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16
5479.0	0.30	0.16	0.10	0.15	0.40	0.16	0.40	0.16	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15
5480.0	0.10	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14
5481.0	0.10	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15
5482.0	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14
5483.0	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14
5484.0	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.50	0.17	0.10	0.15	0.40	0.16
5485.0	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16
5486.0	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15
5487.0	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15
5489.0	0.00	0.14	0.20	0.15	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15
5490.0	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14
5491.0	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.20	0.15
5492.0	0.30	0.16	0.00	0.14	0.40	0.16	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14
5493.0	0.50	0.17	0.00	0.14	0.30	0.16	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.13
5494.0	0.10	0.15	0.30	0.16	0.60	0.17	0.00	0.13	0.40	0.16	0.00	0.14	0.20	0.15	0.00	0.14
5495.0	0.40	0.16	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14
5496.0	0.00	0.13	0.60	0.17	0.10	0.15	0.20	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5497.0	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.30	0.16
5498.0	0.30	0.16	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15
5499.0	0.10	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15
5500.0	0.00	0.14	0.40	0.16	0.10	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15
5501.0	0.20	0.15	0.70	0.18	0.20	0.15	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14	0.30	0.16
5502.0	0.00	0.14	0.00	0.12	0.30	0.16	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15
5503.0	0.40	0.16	0.10	0.15	0.30	0.16	0.20	0.15	0.50	0.17	0.00	0.13	0.10	0.15	0.00	0.14
5504.0	0.40	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.13	0.40	0.16
5505.0	0.50	0.17	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15
5506.0	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15
5507.0	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.14
5508.0	0.10	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14
5509.0	0.40	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16
5510.0	0.00	0.14	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14
5511.0	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14
5512.0	0.00	0.14	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14
5514.0	0.10	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15
5515.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.00	0.14
5516.0	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.40	0.16	0.00	0.14	0.20	0.15
5517.0	0.30	0.16	0.40	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.60	0.17	0.20	0.15	0.30	0.16
5518.0	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.13	0.70	0.18	0.00	0.14	0.20	0.15
5519.0	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15
5520.0	0.40	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14
5521.0	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14
5522.0	0.20	0.15	0.60	0.17	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14
5523.0	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
5524.0	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.10	0.15
5525.0	0.20	0.15	0.40	0.16	0.20	0.15	0.30	0.16	0.40	0.16	0.30	0.16	0.10	0.15	0.30	0.16
5526.0	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14
5527.0	0.40	0.16	0.00	0.14	0.40	0.16	0.20	0.15	0.30	0.16	0.40	0.16	0.20	0.15	0.30	0.16
5528.0	0.00	0.14	0.10	0.15	0.10	0.15	0.50	0.17	0.30	0.16	0.20	0.15	0.30	0.16	0.20	0.15
5529.0	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
5530.0	0.00	0.14	0.40	0.16	0.40	0.16	0.20	0.15	0.50	0.17	0.20	0.15	0.10	0.15	0.40	0.16
5531.0	0.20	0.15	0.60	0.17	0.10	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.30	0.16	0.10	0.15
5532.0	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15
5533.0	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14
5534.0	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.40	0.16	0.30	0.16	0.10	0.15
5535.0	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.20	0.15
5536.0	0.20	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15
5538.0	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.40	0.16	0.00	0.13	0.30	0.16	0.00	0.14
5539.0	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.30	0.16	0.20	0.15
5540.0	0.60	0.17	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
5541.0	0.10	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.40	0.16	0.00	0.14	0.40	0.16	0.00	0.14
5542.0	0.20	0.15	0.50	0.17	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.10	0.15	0.20	0.15
5543.0	0.40	0.16	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.14	0.60	0.17	0.10	0.15	0.20	0.15
5544.0	0.50	0.17	0.20	0.15	0.30	0.16	0.00	0.14	0.50	0.17	0.00	0.12	0.10	0.15	0.30	0.16
5545.0	0.10	0.15	0.40	0.16	0.30	0.16	0.10	0.15	0.20	0.15	0.30	0.16	0.40	0.16	0.00	0.14
5546.0	0.20	0.15	0.00	0.13	0.40	0.16	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.14	0.30	0.16
5547.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16
5548.0	0.10	0.15	0.50	0.17	0.00	0.14	0.50	0.17	0.00	0.13	0.60	0.17	0.10	0.15	0.20	0.15
5549.0	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.30	0.16
5550.0	0.00	0.14	0.50	0.17	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15
5551.0	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.20	0.15	0.20	0.15
5552.0	0.00	0.14	0.10	0.15	0.50	0.17	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15
5553.0	0.40	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.50	0.17	0.00	0.13	0.20	0.15	0.10	0.15
5554.0	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14
5555.0	0.30	0.16	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.30	0.16
5556.0	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15
5557.0	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.13	0.40	0.16	0.10	0.15
5558.0	0.10	0.15	0.10	0.15	0.80	0.18	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15
5559.0	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.12	0.00	0.11	1.40	0.21	0.20	0.15	0.10	0.15
5560.0	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
5561.0	0.10	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.00	0.14	0.50	0.17	0.20	0.15	0.30	0.16
5563.0	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15
5564.0	0.00	0.14	0.30	0.16	0.50	0.17	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16
5565.0	0.40	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16
5566.0	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.20	0.15
5567.0	0.40	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14
5568.0	0.30	0.16	0.60	0.17	0.00	0.13	0.40	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15
5569.0	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.30	0.16	0.00	0.13
5570.0	0.30	0.16	0.00	0.14	0.50	0.17	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16
5571.0	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.50	0.17	0.10	0.15	0.10	0.15	0.20	0.15
5572.0	0.20	0.15	0.00	0.13	0.40	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15
5573.0	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15
5574.0	0.20	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
5575.0	0.80	0.18	0.10	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.13	0.50	0.17	0.00	0.14
5576.0	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14
5577.0	0.10	0.15	0.50	0.17	0.10	0.15	0.40	0.16	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14
5578.0	0.10	0.15	0.20	0.15	0.50	0.17	0.00	0.14	0.60	0.17	0.30	0.16	0.30	0.16	0.40	0.16
5579.0	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15
5580.0	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.13	0.50	0.17	0.00	0.12	0.20	0.15	0.40	0.16
5581.0	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15
5582.0	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.20	0.15
5583.0	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
5584.0	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15
5585.0	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.50	0.17	0.00	0.13	0.40	0.16
5586.0	0.20	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.50	0.17	0.00	0.13	0.20	0.15	0.20	0.15
5588.0	0.10	0.15	0.40	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14
5589.0	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.40	0.16	0.10	0.15	0.40	0.16
5590.0	0.30	0.16	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.11	0.90	0.19	0.30	0.16	0.30	0.16
5591.0	0.40	0.16	0.20	0.15	0.40	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
5592.0	0.10	0.15	0.40	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14
5593.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
5594.0	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.12	0.40	0.16	0.00	0.13
5595.0	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.40	0.16	0.10	0.15
5596.0	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15
5597.0	0.40	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14
5598.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.10	0.15
5599.0	0.20	0.15	0.50	0.17	0.10	0.15	0.60	0.17	0.00	0.14	0.40	0.16	0.00	0.14	0.30	0.16
5600.0	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14
5601.0	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14
5602.0	0.30	0.16	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16
5603.0	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.13	0.30	0.16	0.30	0.16
5604.0	0.30	0.16	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.40	0.16	0.20	0.15	0.20	0.15
5605.0	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.40	0.16	0.00	0.14	0.20	0.15	0.10	0.15
5606.0	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15
5607.0	0.30	0.16	0.10	0.15	0.50	0.17	0.00	0.14	0.70	0.18	0.00	0.13	0.30	0.16	0.20	0.15
5608.0	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13
5609.0	0.30	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15
5610.0	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.13	0.20	0.15	0.20	0.15
5611.0	0.40	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15
5613.0	0.90	0.19	0.90	0.19	1.30	0.21	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15
5614.0	0.30	0.16	0.40	0.16	0.00	0.13	0.40	0.16	0.00	0.12	0.10	0.15	0.20	0.15	0.20	0.15
5615.0	1.00	0.19	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.13
5616.0	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14
5617.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15
5618.0	0.20	0.15	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.30	0.16
5619.0	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.20	0.15
5620.0	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5621.0	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.40	0.16	0.00	0.13	0.20	0.15	0.20	0.15
5622.0	0.20	0.15	0.40	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.20	0.15
5623.0	0.30	0.16	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
5624.0	0.00	0.14	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.30	0.16	0.20	0.15	0.40	0.16
5625.0	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15
5626.0	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15
5627.0	0.40	0.16	0.10	0.15	0.40	0.16	0.20	0.15	0.30	0.16	0.00	0.13	0.30	0.16	0.30	0.16
5628.0	0.40	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.50	0.17
5629.0	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.13	0.30	0.16	0.00	0.14
5630.0	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.10	0.15
5631.0	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
5632.0	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15
5633.0	0.00	0.13	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15
5634.0	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15
5635.0	0.10	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.12	0.30	0.16	0.00	0.14	0.20	0.15
5637.0	0.20	0.15	0.30	0.16	0.40	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15
5638.0	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15
5639.0	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.13
5640.0	0.20	0.15	0.20	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15
5641.0	0.00	0.14	0.00	0.13	0.60	0.17	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16
5642.0	0.20	0.15	0.20	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15
5643.0	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.30	0.16
5644.0	0.00	0.14	0.10	0.15	0.50	0.17	0.10	0.15	0.40	0.16	0.00	0.13	0.30	0.16	0.00	0.14
5645.0	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15
5646.0	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15
5647.0	0.00	0.14	0.30	0.16	0.50	0.17	0.30	0.16	0.40	0.16	0.40	0.16	0.30	0.16	0.10	0.15
5648.0	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16
5649.0	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14
5650.0	0.30	0.16	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
5651.0	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.13	0.30	0.16	0.00	0.14
